PDB_ID,UniProt_ID,Protein_Class_Uniprot
6jfk,O95140,Hydrolase
6jga,Q9XEI3,Glycosidase
6jig,Q57ZS7,Oxidoreductase
6jil,D2Z030,Ligase
6jim,A0A076V769,UNKNOWN
6jkm,A1Z6I7,Kinase
6jls,T2HUM4,UNKNOWN
6jmv,P42264,Ion channel
6jnk,Q53TZ2,Oxidoreductase
6jo0,G8DI69,UNKNOWN
6jo3,Q9HJH3,Transferase
6jom,Q4AA29,Ligase
6jp9,Q58531,Ligase
6jpl,P38238,Methyltransferase
6jq8,Q8GJ95,UNKNOWN
6jqb,P22963,Glycosidase
6jqx,P0CT50,Decarboxylase
6jsa,Q8NTB9,UNKNOWN
6jsb,Q8NTB5,UNKNOWN
6jtc,B2RID1,Aminopeptidase
6jtd,A0A4Y5RXX8,Glycosyltransferase
6jtg,O60313,Hydrolase
6ju1,P20586,Monooxygenase
6ju9,A0A1S9DK56,Monooxygenase
6jum,A0QR77,DNA-binding
6jv0,P74535,Hydrolase
6jvw,G2IPX5,UNKNOWN
6jw7,Q6L737,Oxidoreductase
6jwf,A8P0V4,Oxidoreductase
6jws,Q25704,Kinase
6jxn,G9QLG5,Oxidoreductase
6jyg,D0N3N0,UNKNOWN
6jyx,A0A0H2UNH0,UNKNOWN
6jz2,Q6W7J7,Glycosidase
6k0g,E8MF10,Isomerase
6k13,I7J7V6,Oxidoreductase
6k1n,B4SII9,Lyase
6k2l,A0KMJ5,UNKNOWN
6k2q,A0KIZ1,Hydrolase
6k35,D9ISE0,Glycosidase
6k38,Q55650,Aminotransferase
6k3g,Q6V4H0,Oxidoreductase
6k3l,J9VNH4,Kinase
6k4x,G5ELM3,UNKNOWN
6k7c,D4ZE39,UNKNOWN
6k8h,D1C218,Aminotransferase
6k8k,Q96524,Chromatin regulator
6k8p,A0A410UCT3,Glycosyltransferase
6k8t,A0A1A7BFR5,UNKNOWN
6k92,A0A3S7X3C0,Kinase
6k96,A0A1B4ZC85,UNKNOWN
6k9z,Q8ZXN7,Nucleotidyltransferase
6ka2,A0A2U9GGW3,Lyase
6ka6,W7JP72,Aminoacyl-tRNA synthetase
6kaj,Q9H9S5,Transferase
6kb0,Q07869,Activator
6kbj,E7E2M2,UNKNOWN
6kbw,A0A0B5RNJ4,Monooxygenase
6kby,Q9XB24,Hydrolase
6kc5,Q96EP0,Transferase
6kcv,A0A249T061,UNKNOWN
6kdu,P9WNV1,Ligase
6kfq,Q1AUE6,Photoreceptor protein
6kfw,A0A290YXM6,Monooxygenase
6kg2,P13995,Hydrolase
6kgu,L0T911,UNKNOWN
6kho,Q6ZJK7,Decarboxylase
6kia,A0A1C9HA64,UNKNOWN
6kij,P76318,DNA-binding
6kiy,Q9X265,UNKNOWN
6kj0,G8GLP2,Glycosidase
6kji,Q4WAZ0,Methyltransferase
6kjq,A0A0U1X4V6,UNKNOWN
6kju,Q9KKM5,UNKNOWN
6kko,Q9I6W1,UNKNOWN
6kli,Q2PAJ1,Oxidoreductase
6klk,Q9I676,Hydrolase
6kme,Q588D6,Oxidoreductase
6kni,A0A0H3JPF2,UNKNOWN
6koj,Q9Y5W9,UNKNOWN
6kp7,D9N170,Methyltransferase
6kqk,Q97YJ9,Oxidoreductase
6kqx,O34539,Glycosyltransferase
6kr5,Q401L7,Transferase
6kri,Q3L887,Oxidoreductase
6kse,O53666,Oxidoreductase
6ksf,P0CB42,Dioxygenase
6ksm,A0A0U1MWF9,Hydrolase
6ktk,K7ZP76,Oxidoreductase
6ktq,Q4J989,Acyltransferase
6ku3,Q8S0S6,Dioxygenase
6ku8,E5D8F2,Helicase
6kun,Q01IX6,Dioxygenase
6kv9,A0A003,UNKNOWN
6kxf,A0A1Y1BW67,Acyltransferase
6kxh,A0A0K2AJY3,Hydrolase
6kxi,E5KIY2,Hydrolase
6ky9,A0A2X0SE53,Hydrolase
6kzd,Q16288,Developmental protein
6l0q,Q9YBL2,Lyase
6l1l,P39643,Aminotransferase
6l1p,A8MW92,UNKNOWN
6l1q,B7J5E4,UNKNOWN
6l2c,B0XMC1,Acyltransferase
6l2u,Q27RN2,Monooxygenase
6l3m,Q8KUH4,Acyltransferase
6l3n,A0A1U9Y7T8,Acyltransferase
6l40,Q2YSF8,Hydrolase
6l5o,Q9NR30,Helicase
6l6o,A0A109NYM0,UNKNOWN
6l70,K4L9I6,Endonuclease
6l7v,Q4E2I1,Hydrolase
6l8h,Q6TBX7,Monooxygenase
6l8i,Q93VK5,Monooxygenase
6laa,A0A0K6ITW2,Oxidoreductase
6lb2,A0A1E1GJG5,UNKNOWN
6lbl,P52699,Hydrolase
6lc8,A0A0A0Q7Z8,Hydrolase
6lce,A0A0A1GL90,UNKNOWN
6lcy,Q9R0N7,Calmodulin-binding
6ldb,D2Q7B1,Glycosidase
6ldr,Q60358,Decarboxylase
6lf6,A0A096SRM5,Glycosyltransferase
6lg2,Q8NN31,UNKNOWN
6lgi,A0A077JI83,Hydrolase
6lgv,A0A380PV03,UNKNOWN
6lh4,Q9BQ69,Hydrolase
6lis,Q65199,Hydrolase
6lit,O95718,DNA-binding
6ljj,A0A480PG39,Hydrolase
6ljl,B3C5J6,UNKNOWN
6lk1,P07839,UNKNOWN
6lkc,B8CQB6,UNKNOWN
6lkk,X5DVD1,UNKNOWN
6ll5,A0A0H3GRR0,UNKNOWN
6ll8,L8AXY8,Hydrolase
6llz,A0A0A1HA03,Glycosyltransferase
6lm1,A0A218QMM7,UNKNOWN
6ln3,Q9YDD2,Kinase
6lna,P77649,Nucleotidyltransferase
6lon,E5Y7I4,Lyase
6loo,A0A094YZ24,UNKNOWN
6loz,P16094,Hydrolase
6lpf,Q9P2J5,Aminoacyl-tRNA synthetase
6lpn,Q8N465,Oxidoreductase
6lpv,O64470,Acyltransferase
6lpw,O80467,Acyltransferase
6lrg,Q8YMD9,Hydrolase
6lt6,B2ZHY7,UNKNOWN
6ltv,A0A0S4TKQ5,Transferase
6lx2,Q06801,Glycosyltransferase
6lzi,O67518,UNKNOWN
6m0a,Q8LDU1,Oxidoreductase
6m0e,B2IF78,Glycosyltransferase
6m0q,Q50925,Oxidoreductase
6m12,A5H025,UNKNOWN
6m1x,C4M5P9,UNKNOWN
6m2f,Q58380,Lyase
6m4q,A0A286SBY7,Monooxygenase
6m4s,M1GMS4,Monooxygenase
6m65,A0QUZ2,Hydrolase
6m90,Q9Y297,Ligase
6m9a,Q7VTL8,Transferase
6map,P77588,UNKNOWN
6mb1,A0A1G4HIY1,Acyltransferase
6mb6,Q51405,Acyltransferase
6mbk,Q86TU7,Actin-binding
6mcj,A0A0D6L0Q7,UNKNOWN
6mcp,Q5ZU83,UNKNOWN
6mcw,Q603T8,Oxidoreductase
6mdf,Q8PW39,Kinase
6mdw,Q9H040,Hydrolase
6mfl,Q76HK0,UNKNOWN
6mfx,Q70LM7,Ligase
6mgb,A0A179D1D1,UNKNOWN
6mhf,P08753,Transducer
6mjg,A0A4S8L4Q5,Methyltransferase
6mjm,P20815,Monooxygenase
6mkq,A0A0U3IB62,UNKNOWN
6mpt,Q7WY78,Transferase
6mq9,Q8IYM1,UNKNOWN
6mqf,Q9I834,Antibiotic
6mrv,A0A4S2B4D9,UNKNOWN
6ms7,P37231,Activator
6msn,E9AE57,Lyase
6mso,Q4QAU9,Lyase
6mt7,Q06KA2,Hemostasis impairing toxin
6mtj,Q2N0S6,UNKNOWN
6mvm,A0A0H2Z901,DNA-binding
6mvs,A0A0Q3EUQ3,UNKNOWN
6mw7,A6NHR9,Chromatin regulator
6mw8,K3WC47,UNKNOWN
6mwe,Q02763,Kinase
6mxc,Q38CA1,Glycosyltransferase
6mxx,Q12888,Activator
6myj,P83467,UNKNOWN
6myw,A1E8I9,Oxidoreductase
6mz1,Q9L5C7,Hydrolase
6n04,A0A1V0QH64,Monooxygenase
6n0b,Q16181,UNKNOWN
6n0x,E8N6F3,Lyase
6n10,O23722,Lyase
6n19,Q9NUW8,Exonuclease
6n2n,A0L8G5,Oxidoreductase
6n3p,P0A6Q6,Lyase
6n43,Q16878,Dioxygenase
6n4l,P00459,Oxidoreductase
6n59,P29166,Oxidoreductase
6n5h,G0R7E2,Hydrolase
6n67,G0S6G2,Ligase
6n6q,V5UQK0,UNKNOWN
6n6v,Q9L4P2,Hydrolase
6n7a,P23458,Kinase
6n8y,P08238,Chaperone
6n92,P52045,Lyase
6n9l,Q9WYV0,DNA-binding
6n9r,A0A023DFE8,Hydrolase
6nbp,A0A4P1LYI6,UNKNOWN
6nc1,P10121,Hydrolase
6ncj,F2WR52,Aspartyl protease
6nco,P02649,Heparin-binding
6ncx,A0A1E3AEY6,Glycosidase
6ncz,A0A174EHD1,Glycosidase
6ndl,Q2G258,DNA-binding
6nec,P07949,Kinase
6nem,C6H0Y9,UNKNOWN
6nes,B8M9J8,Monooxygenase
6nic,G7JT50,Hydrolase
6nie,G8XHD5,Oxidoreductase
6nj0,P37353,Ligase
6nkm,L0E2Z4,Oxidoreductase
6nll,Q9HY79,Oxidoreductase
6nmx,A8HUA2,Lyase
6nne,A5U6B6,Oxidoreductase
6no3,B3FHP0,Ligase
6nop,B7KMS4,DNA-binding
6nor,Q70KD1,Oxidoreductase
6npa,A0A4V8H040,Oxidoreductase
6npc,A0A4V8H042,Dioxygenase
6nr6,A0A166Q2C7,Kinase
6nrh,P09874,Allosteric enzyme
6nsd,W5VG40,UNKNOWN
6nt2,Q99873,Methyltransferase
6ntj,C4NV15,Acyltransferase
6nvu,Q9X6W1,Hydrolase
6nwd,Q7NP59,Photoreceptor protein
6nx0,Q2T6B0,Oxidoreductase
6nxi,A5F5Y3,Transferase
6nyo,Q712K3,Transferase
6nz4,Q8EG04,Hydrolase
6nzg,A0A414F142,UNKNOWN
6nzt,S4UY05,Helicase
6o04,P9WK11,Transferase
6o0a,A0A4V8H045,UNKNOWN
6o0f,P31226,UNKNOWN
6o0w,V9M398,Hydrolase
6o11,P77444,Hydrolase
6o15,P39353,Lyase
6o1e,Q14149,RNA-binding
6o1t,P79125,UNKNOWN
6o3p,Q9DCN1,Hydrolase
6o4w,P22303,Blood group antigen
6o5i,O00255,Chromatin regulator
6o65,Q9ZUB3,Transferase
6o6e,Q4KCY5,Ligase
6o6y,B6YWC3,UNKNOWN
6o7y,A0A2V2VRR6,Initiation factor
6o9a,Q9RXE3,Lyase
6o9p,A0A0A0RDR2,Lyase
6o9s,P0A0B1,UNKNOWN
6o9u,D9N164,Ion channel
6oar,B8PWH5,Hydrolase
6ob7,Q99808,UNKNOWN
6ocn,P04746,Glycosidase
6odd,Q9HD34,UNKNOWN
6ogl,A0A4P8EW36,Aspartyl protease
6ogp,Q8ULI2,Aspartyl protease
6ogs,O38885,Aspartyl protease
6ogt,O38893,Aspartyl protease
6oh6,A0A158RFK9,Lyase
6oha,Q07729,Hydrolase
6ohk,Q8RFH4,UNKNOWN
6oic,Q9Y6N5,Oxidoreductase
6oid,Q9LEW8,Kinase
6oii,Q1HRL7,UNKNOWN
6oin,Q9H7Z6,Activator
6ojb,Q4WX16,UNKNOWN
6ojd,Q5J1Q6,UNKNOWN
6ojx,Q39VU6,UNKNOWN
6oko,Q9QZL0,Kinase
6ol8,A0A024FRL9,UNKNOWN
6om4,Q47506,UNKNOWN
6om5,A0A0M3G7Q5,UNKNOWN
6om8,Q19905,Oxidoreductase
6omq,A0A0A0UVH9,Lyase
6oms,Q9LYU4,Ligase
6on3,A0A5H1ZR51,UNKNOWN
6on4,P0A8W0,DNA-binding
6onc,Q72A99,Oxidoreductase
6onf,A0A0M3KKW9,UNKNOWN
6ooe,I7AP60,Hydrolase
6oog,Q9GTX8,Isomerase
6ooi,P48501,Isomerase
6ops,Q8ULI9,Aspartyl protease
6oqo,Q00534,Kinase
6os6,A8M6W6,Transferase
6ouv,Q9RUB5,Transferase
6ovt,P9WKJ5,Lyase
6ovx,Q194Q1,Oxidoreductase
6ow4,A7A7R9,Oxidoreductase
6ow7,Q8DP79,Hydrolase
6owe,E4N096,UNKNOWN
6oxd,P9WJK5,Isomerase
6oyd,P12497,Aspartyl protease
6oz5,P08312,Aminoacyl-tRNA synthetase
6ozb,Q8YTL8,UNKNOWN
6p02,P9WIL3,Decarboxylase
6p0c,P18858,Ligase
6p0i,P11233,Hydrolase
6p14,Q8I0P1,Developmental protein
6p29,A0A167HII1,UNKNOWN
6p2u,P38646,Chaperone
6p3h,Q0KJL4,Isomerase
6p44,K5BJ73,UNKNOWN
6p55,P08149,Carboxypeptidase
6p58,Q8DLC7,Transducer
6p5r,B6SBM0,UNKNOWN
6p5s,Q9H2X6,Kinase
6p5u,A0A2P1BT02,UNKNOWN
6p63,Q9L069,UNKNOWN
6p73,Q8EAC7,Oxidoreductase
6p78,B1C2R2,UNKNOWN
6p7z,Q9H7B4,Chromatin regulator
6p80,D7Y2H2,Nucleotidyltransferase
6p88,P21645,Acyltransferase
6p8j,P0DTF7,Nucleotidyltransferase
6p9e,Q9NZH8,Cytokine
6p9q,P0A722,Acyltransferase
6pbd,P0CAW2,DNA-binding
6pbp,Q9HUX5,Oxidoreductase
6pc3,B5ZA44,Hydrolase
6pcd,Q88N39,Acyltransferase
6pck,O95989,Hydrolase
6pd2,Q73MU2,Aminotransferase
6peu,Q58494,UNKNOWN
6pfj,F2RFR7,UNKNOWN
6pgl,W0TCJ5,UNKNOWN
6pgn,A0A1J1JDI6,Transferase
6pi6,Q936X6,UNKNOWN
6pid,A0A0J7JFD7,Hydrolase
6pk1,Q56YA5,Aminotransferase
6ppy,H2VFG5,Transferase
6pq1,A0A0D6KM24,UNKNOWN
6pt8,Q58993,UNKNOWN
6ptx,Q09E27,Kinase
6ptz,A0A2I0LZR8,UNKNOWN
6pud,Q95460,UNKNOWN
6puq,B6K6D6,Lyase
6pvj,L0E4H0,Monooxygenase
6pvy,P0AEG4,UNKNOWN
6pw1,Q3J5A7,Oxidoreductase
6pwg,A0A085GHR3,Kinase
6px2,A0A3F2YLZ0,Oxidoreductase
6pxh,K9N5Q8,UNKNOWN
6pxu,Q8IXK2,Glycosyltransferase
6pxx,Q6XEC0,Hydrolase
6pyp,P21695,Oxidoreductase
6pyz,P48775,Dioxygenase
6q1l,B9K712,Oxidoreductase
6q2c,L8GJB3,Methyltransferase
6q2e,A5UMY5,Transferase
6q2p,Q8CBB9,Lyase
6q2u,P00106,UNKNOWN
6q32,Q39054,Multifunctional enzyme
6q4b,P24941,Kinase
6q4t,P77933,DNA-binding
6q55,A0A0S4TJL4,Hydrolase
6q6n,P04062,Glycosidase
6q71,P94494,Isomerase
6q7j,Q5BAS1,Glycosidase
6q7p,O58216,Hydrolase
6q8e,D1CCW1,Aminotransferase
6q8j,Q2TAY7,UNKNOWN
6q8n,A0A1L9WG58,Glycosidase
6q93,C1DI30,Oxidoreductase
6q9l,Q00987,Transferase
6q9y,O15151,UNKNOWN
6qav,Q8IYT8,Kinase
6qcb,P07339,Aspartyl protease
6qcl,Q9AJC4,Lyase
6qdj,P02566,Actin-binding
6qe4,Q5T440,UNKNOWN
6qe6,A0A0C3A3T0,Methyltransferase
6qe8,P55329,Glycosidase
6qfe,Q9Y337,Hydrolase
6qff,Q92876,Hydrolase
6qga,A0A0K8P8E7,Hydrolase
6qhg,A2SZS3,Hydrolase
6qi4,P62166,UNKNOWN
6qkb,A1B8Z1,Lyase
6qkg,E1YD54,Oxidoreductase
6qkj,G2LET6,Oxidoreductase
6qlg,A3F715,Prenyltransferase
6qlv,A0A072ZCW8,Lyase
6qmm,Q31QK9,Transferase
6qok,B1MDI3,Methyltransferase
6qp0,G0SHI1,UNKNOWN
6qp3,Q08432,Lyase
6qq0,I6NAW4,Oxidoreductase
6qrl,Q9ABT2,Kinase
6qsi,Q4KB02,Lyase
6qu0,A0A0B0IKH9,Oxidoreductase
6qu3,O15648,Allosteric enzyme
6qva,Q8KE09,UNKNOWN
6qvt,P15907,Glycosyltransferase
6qw5,P37800,Hydrolase
6qx6,L1IWQ9,Oxidoreductase
6qxl,Q9HW72,Kinase
6qxr,B1MD73,Transferase
6qyc,P0DSN4,UNKNOWN
6qyi,Q57160,Monooxygenase
6qzo,A0A0A0BZU2,Oxidoreductase
6r0r,Q5Y389,Helicase
6r1b,P71619,UNKNOWN
6r1d,A4TVL0,UNKNOWN
6r1m,P0A8L1,Aminoacyl-tRNA synthetase
6r1n,P95689,Aminoacyl-tRNA synthetase
6r2u,P25311,UNKNOWN
6r3w,P9WFG7,Isomerase
6r3x,G3XD46,Carboxypeptidase
6r48,Q59987,Oxidoreductase
6r4j,Q06210,Aminotransferase
6r4v,O95749,Transferase
6r5e,P49642,Nucleotidyltransferase
6r5n,Q9I311,Glycosidase
6r77,H3ZMH8,UNKNOWN
6r7d,Q16873,Lyase
6r9h,O00560,UNKNOWN
6rar,A0A0A2ACP7,Ligase
6rb3,B1MFK2,Dioxygenase
6rd1,A7B555,Lyase
6rd2,Q8N8S7,Actin-binding
6rft,A0A1M9A4M7,Acyltransferase
6rg2,Q7N8I8,UNKNOWN
6rgu,C7BLE4,UNKNOWN
6rhf,B8GAY9,Kinase
6rht,E0NE46,Oxidoreductase
6riv,Q9ZS17,Transferase
6rjn,C1PHG1,Oxidoreductase
6rjo,A0A2I4PGZ0,Glycosidase
6rjr,Q6CR58,Oxidoreductase
6rk0,C1DK98,UNKNOWN
6rk4,P10547,Hydrolase
6rkj,B3EYM9,UNKNOWN
6rl5,Q9ZEU7,Aminotransferase
6rlt,D0A7P1,Aminoacyl-tRNA synthetase
6rm9,G0SEG4,Helicase
6rni,P53634,Hydrolase
6rnk,Q6IYF9,G-protein coupled receptor
6rnw,Q8DLC1,Oxidoreductase
6rqk,Q8XNB2,UNKNOWN
6rra,A0A0H3ASL8,Oxidoreductase
6rrp,Q9I188,UNKNOWN
6rt8,A0A2P1GIW2,Isomerase
6rte,Q9I609,Oxidoreductase
6rts,O85725,Oxidoreductase
6rtw,Q13635,Receptor
6ru1,A0A0A7EQR3,Hydrolase
6rvz,Q5VTE6,Hydrolase
6rx8,Q11KV9,Lyase
6rxe,B7GTV0,Hydrolase
6rxq,P75960,Transferase
6ry6,G0S3F2,Glycosidase
6ryk,Q1D3H3,UNKNOWN
6ryp,Q6GHN9,Aspartyl protease
6ryz,A4X3Q0,Transferase
6rzh,P17931,IgE-binding protein
6rzq,K7NTP5,UNKNOWN
6rzr,Q7WYA8,Hydrolase
6s0g,M2XAQ9,Oxidoreductase
6s0u,Q6L732,Oxidoreductase
6s1s,Q541D8,Hydrolase
6s1y,A0NFU8,Carboxypeptidase
6s20,Q8A2H2,Hydrolase
6s22,H0ZAB5,Glycosyltransferase
6s2b,E5D0X5,Glycosidase
6s2g,J7HDY4,Glycosidase
6s2m,P02689,UNKNOWN
6s2p,A0A3Q7EK40,UNKNOWN
6s2z,Q7GDB3,UNKNOWN
6s32,K9TVC9,Oxidoreductase
6s38,Q88JK6,Transducer
6s3a,P03313,Helicase
6s3h,K7RJ88,Helicase
6s43,P9WN93,Lyase
6s54,A0A2S8XV37,UNKNOWN
6s5k,P55055,Activator
6s5m,Q94LW9,UNKNOWN
6s6c,P96787,Photoreceptor protein
6s83,Q8TZW1,Transferase
6s8b,F0NDX2,UNKNOWN
6sa1,A0R5T1,UNKNOWN
6sbc,A0A2D1CM82,UNKNOWN
6sbq,O96935,Aminopeptidase
6scg,P0A9Q7,Multifunctional enzyme
6scz,P9WQA9,Isomerase
6sd8,Q6MJ59,Oxidoreductase
6sdk,P26497,DNA-binding
6seb,A0A023UGN9,Glycosidase
6sfe,P24670,Lyase
6sfh,Q2YWJ9,Lyase
6shu,P0CL55,UNKNOWN
6sir,A0A1Y2HEJ3,Lyase
6siy,A0A022MRT4,Ligase
6sj3,A0A022MQ12,Hydrolase
6sjj,A0A160HRF0,Pathogenesis-related protein
6sjn,B8FUR2,Methyltransferase
6sk4,Q24SP6,Methyltransferase
6skq,A0A386YIZ1,Hydrolase
6skr,Q7BNC2,Hydrolase
6slf,Q8GGD4,Hydrolase
6sll,D3EKC1,UNKNOWN
6slo,Q9UHX1,DNA-binding
6smn,Q94C74,Transferase
6smr,O23254,Transferase
6smt,A0R5X0,Oxidoreductase
6sp6,A0A223A5J4,Hydrolase
6sp9,P47811,Kinase
6sqg,F2Y2Z0,UNKNOWN
6sqw,Q9QY93,Hydrolase
6sr9,R7S7J5,UNKNOWN
6srn,Q9JN89,DNA-binding
6st0,Q47537,UNKNOWN
6su3,A0A2R4S913,UNKNOWN
6suk,P08473,Hydrolase
6sul,A8FAR5,UNKNOWN
6sw2,Q9HWJ1,Monooxygenase
6sxr,Q8NK89,Glycosidase
6sy1,Q96HY7,Oxidoreductase
6syv,B1ZMF4,Hydrolase
6sz8,A0A2K6KCS5,RNA-binding
6szh,V5VCK8,Transferase
6szm,Q04771,Kinase
6szp,O94760,Hydrolase
6szu,H6QM92,UNKNOWN
6szx,Q96MU7,RNA-binding
6t1b,P84138,Hydrolase
6t1t,Q5PXH3,Oxidoreductase
6t3v,C7E5X4,Aminotransferase
6t5x,P0A2C9,Oxidoreductase
6t62,V5VHN7,Oxidoreductase
6t6n,W8VGR4,Oxidoreductase
6t6x,K4MHV9,UNKNOWN
6t74,A0A140UHJ0,UNKNOWN
6t77,W9B6I8,Oxidoreductase
6t7j,B7R5K0,UNKNOWN
6t85,Q8CVD0,Oxidoreductase
6t95,A4HSF7,Oxidoreductase
6tbi,B3PBE0,Glycosidase
6td0,Q9F663,Hydrolase
6td7,A0A2K3CTN8,Antioxidant
6te6,Q8TEK3,Chromatin regulator
6tek,A0A100XEC2,Translocase
6teq,B7GUI0,Kinase
6tfb,Q61091,Developmental protein
6tfl,B0R5R2,UNKNOWN
6tfv,P00533,Developmental protein
6tfx,O50271,UNKNOWN
6tg3,Q44384,UNKNOWN
6tgd,M4JT39,Hydrolase
6tge,P55818,Oxidoreductase
6tgu,P19784,Kinase
6th0,Q6NLS5,Acyltransferase
6thc,A0QWT2,Decarboxylase
6tho,Q8YY76,Transferase
6tj0,P37657,UNKNOWN
6tj9,P27302,Transferase
6tjr,D8JT26,Oxidoreductase
6tk6,N0DKS8,UNKNOWN
6tkv,Q9BYC5,Glycosyltransferase
6tn3,Q4WAR0,Nucleotidyltransferase
6tnh,G3FFN6,Ligase
6tod,O43613,G-protein coupled receptor
6tor,Q8TBG4,Lyase
6toz,I3P686,Glycosidase
6tp5,Q9NXG6,Dioxygenase
6tp9,Q51479,UNKNOWN
6tqs,Q8NHP6,UNKNOWN
6tr1,P0A3X9,UNKNOWN
6tsk,L0N6M2,Glycosidase
6ttn,Q6EZB3,Oxidoreductase
6tu9,Q01973,Kinase
6tug,E6LHV2,Endonuclease
6tuk,Q47QF8,Oxidoreductase
6tv9,Q51480,UNKNOWN
6twk,E1V7W1,Hydrolase
6twm,Q5LUB5,Hydrolase
6tym,Q14145,UNKNOWN
6tyn,Q8Z6A3,UNKNOWN
6tzx,P43075,Endonuclease
6u09,P63073,Initiation factor
6u0j,P0AAI9,Acyltransferase
6u0p,W0C4C9,Monooxygenase
6u1k,Q5SHZ3,Ligase
6u1v,I2MTW3,Oxidoreductase
6u1y,Q9CZP5,Chaperone
6u26,Q8NBP7,Hydrolase
6u2s,Q2FXB1,Toxin
6u3f,Q5FBD2,UNKNOWN
6u49,P09616,Toxin
6u5l,Q96C45,Kinase
6u60,Q81P63,Oxidoreductase
6u6a,A0A1D8PKB4,Kinase
6u7a,O69689,Aminotransferase
6u8l,P61964,Chromatin regulator
6u97,Q74AE4,UNKNOWN
6uak,A0A3D0LE54,UNKNOWN
6ubl,B2BM43,UNKNOWN
6ubo,P0A901,UNKNOWN
6ud7,Q66K64,UNKNOWN
6udv,Q07820,Developmental protein
6uek,Q4D9S6,Lyase
6uel,P31327,Allosteric enzyme
6uex,Q99Q02,UNKNOWN
6uez,Q16850,Monooxygenase
6uff,Q8YVV8,UNKNOWN
6ugl,A0A0F0AZW0,UNKNOWN
6uiq,P36871,Isomerase
6ull,P42981,Hydrolase
6umk,P0A9A6,UNKNOWN
6un0,P16113,Photoreceptor protein
6und,Q4K977,UNKNOWN
6unp,Q13873,Kinase
6up4,Q8VHK9,Activator
6upe,E1WGG9,Hydrolase
6upf,P60174,Isomerase
6uqy,Q9HUP2,Hydrolase
6ura,A0A160T9D2,Lyase
6usc,Q8WWA0,UNKNOWN
6ut5,C5A3Z3,Endonuclease
6uuy,A0A094ZWQ2,UNKNOWN
6uv3,Q92841,Helicase
6uw7,A0QTG2,Transferase
6ux9,P48426,Kinase
6uxj,A0A0R0IK90,Transferase
6uxl,K4FW35,Methyltransferase
6uya,Q9NWZ3,Kinase
6uyb,Q15562,Activator
6v0p,O14744,Chromatin regulator
6v0q,Q9NPI1,UNKNOWN
6v33,A0A0N8R1B2,Transferase
6v3w,Q9H0J9,Glycosyltransferase
6v40,Q8Z6A5,Hydrolase
6v4c,A0A1S4K3K8,Hemostasis impairing toxin
6v6u,P61586,Hydrolase
6v6y,Q5SJ94,Hydrolase
6v7g,P50477,Seed storage protein
6vaw,P02872,UNKNOWN
6vby,Q94IP1,Monooxygenase
6vch,A0A128A3G4,Dioxygenase
6vcq,P0A776,Hydrolase
6vct,U3N5X4,Isomerase
6vcv,Q4WLV6,Isomerase
6vcy,P23686,Transferase
6vd1,P17562,Transferase
6vdd,A0QYZ2,DNA-binding
6vdq,B0CN28,Oxidoreductase
6veo,Q9ULI0,UNKNOWN
6vgc,P20292,UNKNOWN
6vh0,T2B9U0,Endonuclease
6vh6,P03211,Activator
6vhe,Q2FUY3,Hydrolase
6via,Q1LCS4,Dioxygenase
6vik,Q9D4V7,Hydrolase
6vjv,Q58M74,UNKNOWN
6vkz,A0A386KZ50,Transferase
6vl4,O14684,Isomerase
6vlc,A0A0U1RGY0,Isomerase
6vlg,Q9WTS2,Glycosyltransferase
6vlo,Q5UR12,Lyase
6vo6,Q0P8I7,Oxidoreductase
6vr6,P49189,Oxidoreductase
6vr8,E3GZ29,Ligase
6vrf,Q6IQ55,Kinase
6vta,Q52424,Acyltransferase
6vtb,D2W2Z5,UNKNOWN
6vtj,D3E027,Ligase
6vua,P28907,Hydrolase
6vve,Q5ZSB6,UNKNOWN
6vvg,A0A097P1P8,UNKNOWN
6vw4,C7PWR4,Dioxygenase
6vwo,P0AEW6,Kinase
6vxe,A0A031WDE4,Lyase
6vyd,I1RDR8,Lyase
6vzw,A4Q9E8,Ligase
6w1h,Q88CC1,Dioxygenase
6w1i,P42085,Glycosyltransferase
6w1k,Q337M4,Dioxygenase
6w35,K7CID1,Hydrolase
6w39,O75460,Hydrolase
6w3r,Q0P864,Transducer
6w3z,A0A0J9XTC4,Transferase
6w44,Q9UJM8,Oxidoreductase
6w54,A0A060TAG5,UNKNOWN
6w57,Q4DJ68,Oxidoreductase
6w65,Q8N5Y8,Glycosyltransferase
6w6z,V5VB82,UNKNOWN
6w8b,Q9Y6K1,Chromatin regulator
6w8m,Q8JUX6,Helicase
6w9l,A0A1X8XLE9,DNA-binding
6wb7,Q8RMD4,Kinase
6wbq,F1QCV2,Hydrolase
6wce,B0BUC2,UNKNOWN
6wcv,P53597,Ligase
6wel,Q03611,Ion channel
6wfi,Q9L2C2,UNKNOWN
6wfo,Q9GZZ1,Acyltransferase
6wgw,Q2GB12,UNKNOWN
6wh5,P9WP99,Transferase
6wja,Q4KCF6,UNKNOWN
6wk3,D0MGT2,Dioxygenase
6wk9,U2EQ00,UNKNOWN
6wlf,A0A1I7RPU0,Transferase
6wmm,Q9NY97,Glycosyltransferase
6wn0,Q6NCZ6,Transferase
6wnk,P9WHT9,Hydrolase
6wp9,Q82H41,DNA-binding
6wpg,Q5ICL9,UNKNOWN
6wpl,A0A1B3EAY9,UNKNOWN
6wpu,A0A0M4U3V7,Monooxygenase
