PDB_ID,UniProt_ID
3r6u,Q45462
3r75,Q396C7
3r77,Q51790
3r7f,P05654
3r7k,B1MPB5
3r9b,A0R5U2
3r9f,Q47510
3rab,P63012
3rc3,Q8IYB8
3rc9,B3TMR8
3rde,P16469
3rdk,C6CRV0
3reg,P31021
3rer,P0A6X3
3rex,Q9V228
3rf4,A4GRE3
3rfa,P36979
3rfv,Q7CRQ0
3rg9,Q27783
3rga,B6ZK72
3rgg,Q73PV9
3rgk,P02144
3rgq,Q66GT5
3rhj,P28037
3rhz,B5A7L9
3rim,P9WG25
3rix,P08659
3rk1,Q8U2K6
3rkr,B2BKB1
3rl4,B1WBP0
3rlf,P68187
3rno,Q8K4Z3
3ro0,P46107
3rp8,A6T923
3rpn,Q9Y2Q3
3rq4,Q86Y97
3rqx,P94368
3rs6,P58907
3rsc,Q8KNE0
3rsh,Q9KQH7
3rt4,Q9GK12
3rta,Q9X024
3rtl,Q7A656
3ruv,Q877G8
3rux,P96884
3rvl,P0AE67
3rwl,Q5F4D9
3rwo,P51996
3rx5,Q9AJS0
3rz3,P49427
3rzn,Q9NZD2
3s1s,G1K3S1
3s1x,Q9HKI3
3s2s,Q8DSG2
3s2u,Q9HW01
3s2y,D5QFC5
3s3e,P35992
3s45,Q9W9R3
3s55,B1MLR7
3s57,Q6NS38
3s5w,Q51548
3s86,Q9WY06
3s8f,Q5SJ79
3s8p,Q4FZB7
3s9y,Q8IJH3
3san,A1ILL9
3sao,P21760
3sbx,B2HS63
3sc0,Q9Y4U1
3sdu,O81086
3se5,Q7DDR9
3sf6,A0QV68
3sfg,Q80J95
3sfv,P62820
3sgt,P60473
3sgw,P0CL19
3sgz,Q07523
3sh3,P86624
3shr,P00516
3si2,Q9CYK2
3sig,D1AC29
3sik,A0A6L8PY92
3siw,Q9AQ17
3sj7,Q2FZ53
3sji,C8CIL7
3sjl,Q51658
3sjo,E0WWC7
3sju,Q67G28
3sl1,Q8I384
3sl2,Q45614
3slt,Q7BSW5
3slz,Q9E7M1
3sma,Q0ZQ43
3smj,Q460N5
3smq,O60678
3spk,Q000H7
3sqy,P0A017
3ss7,P00926
3ssn,Q83WF2
3st6,P9WFX1
3std,P56221
3sth,Q9BKE2
3stk,P07148
3su6,A8DG50
3suc,P20345
3suu,D2KW09
3svl,P0AGE6
3sw8,Q939R9
3swg,O67315
3swo,A0R6V6
3sx2,Q73W00
3sx6,B7JBP8
3sxn,A0QY29
3sxq,E7EDQ7
3sxs,P51813
3sys,Q9HUR5
3szg,P9WJJ3
3szj,Q12QS6
3szv,Q9I202
3t02,Q92UV8
3t0q,Q74ZE6
3t1o,Q5SJ82
3t2d,B1YAL1
3t34,P42697
3t4l,Q9C5U0
3t4n,P12904
3t50,Q8YC53
3t58,Q8BND5
3t64,Q8II92
3t6s,H2L2M1
3t7c,A0A0H2ZWY3
3t7s,A6L5C0
3t7v,Q46E78
3t95,Q74PW2
3ta1,O28524
3tao,P9WG43
3tay,P0C6Y8
3tb6,P96711
3tbg,P10635
3tbk,Q6Q899
3tbm,Q8XVB9
3tbn,Q2W014
3tbo,A3MW14
3td4,Q6RYW5
3tdw,P96762
3tel,Q4K376
3tfc,Q8Y6T2
3tfg,Q8YUQ7
3tfj,Q4FP21
3tg2,P0C6D3
3th9,P0C6F2
3thd,P16278
3ti4,C3W5S3
3tii,F6Z895
3tjm,P49327
3tk1,G7CAR0
3tka,P60390
3tkf,Q5NFX0
3tkt,Q2G3H6
3tky,O04385
3tl1,P23154
3tlc,Q47511
3tm0,P0A3Y5
3tm2,Q83XN4
3tm4,Q8U248
3tm9,P04252
3tmk,P00572
3tmq,Q3JP68
3tn7,C6A190
3tne,P32951
3tnj,Q82VN8
3tnz,Q9DCX8
3to3,Q81RQ8
3to7,Q08649
3tq8,Q83AB2
3tqc,Q83EV9
3tqh,Q83CT0
3tqx,Q83F40
3tr0,Q83EL7
3tr5,Q83DC7
3tr9,Q83BY6
3tri,Q83A21
3tsc,Q73X99
3tsh,Q2I6V7
3ttc,A0A0H3JHT3
3ttm,Q9I6J1
3ttn,Q9I6J0
3tur,O53223
3tut,P46849
3tuv,P35559
3tvk,P31129
3tvl,Q9BU02
3tvq,P16559
3tw1,P40161
3tx6,Q6N8W4
3ty3,O14104
3tyz,A0A2S9PLG4
3tzz,O53579
3u06,P20480
3u10,Q9UL51
3u1b,A0A6L8PEJ7
3u2u,P46976
3u31,Q8IE47
3u3u,F8QQG5
3u40,C4LXG4
3u4c,P39644
3u4x,J9PBR3
3u5s,P55789
3u5y,Q9SPP9
3u67,Q4Q4I6
3u6z,D9J2T9
3u7k,Q5HGZ3
3u7r,A1B9E3
3u81,P22734
3u99,A3CZ62
3u9d,P68136
3uan,O35310
3uaw,Q5EEL8
3ub5,P60712
3ub6,B6JPK4
3ubc,B3DUZ7
3ubd,P18654
3ubm,A9X6P7
3uc5,P9WPA5
3uce,Q7MBY8
3ucj,Q96554
3ucp,F8UWD6
3udx,G1C794
3ueq,Q9ZEU2
3uer,Q1J0W0
3ues,B7GNN8
3ufx,P25126
3ug4,Q9WYB7
3uh0,P07236
3uh1,P38998
3uie,Q43295
3uim,Q94F62
3ujo,B3EWQ9
3ujr,P09104
3uk0,Q139W5
3uk2,Q2T095
3ukj,Q2IU40
3ulk,P05793
3umv,Q6F6A2
3unv,Q84FL5
3uox,H3JQW0
3up3,H0USY8
3upn,P9WKD1
3upt,Q2SZA7
3upy,Q2YIM3
3uq8,P43813
3uqd,P06999
3urg,Q8YY42
3usb,A0A6L8P2U9
3ust,O92452
3uug,P25548
3uve,A0A0H2ZTN5
3uw1,Q2SVL4
3uwb,E3SLL2
3uwc,B5U8Q1
3uwo,Q9HZN8
3uwu,Q6GIL6
3ux8,A0A0E0TG05
3uyk,Q9ALM8
3uzo,Q9RTX5
3v0h,Q4W8A1
3v0s,Q3L181
3v1u,O53665
3v1v,Q9F1Y6
3v1y,Q0J8A4
3v2u,P13045
3v3l,Q9NTX7
3v4e,Q5HCZ5
3v4f,P20171
3v4j,Q9HC16
3v51,Q9BJF5
3v5w,P25098
3v5x,Q9UKA1
3v78,P95092
3v8s,Q13464
3v91,P13280
3v97,P75864
3v9l,Q8CHT0
3vaf,P26368
3vax,A7TUX7
3vc1,Q9F1Y5
3vc3,I1L6I6
3vca,Q92ZP9
3vcr,D2YW47
3vcy,B5F9P4
3vet,Q70IY1
3vgl,B1VZT1
3vgw,P02701
3vh9,Q01693
3vi2,Q8T6J6
3vig,Q8T0W7
3viu,Q5SMH8
3vk5,A0A011
3vkj,P61615
3vkx,P12004
3vl2,Q8E9N3
3vlv,Q9KWT6
3vmf,Q9YAV0
3vmp,Q54443
3vmt,Q99T05
3vnk,B8I944
3vo1,Q9SLP5
3vo2,B4FUM2
3vo3,P35968
3voa,P0A029
3voi,B7X9Z0
3vot,Q65D11
3vp5,Q9CHR1
3vpb,Q970U6
3vpd,Q5SH23
3vph,P06150
3vqt,B8DIL5
3vrc,C7G528
3vri,P01889
3vse,A0A0H3JYW8
3vsj,Q6J1Z6
3vsl,A0A0H3K0B9
3vsv,A2ICH1
3vtc,P13053
3vtf,A1RUM9
3vth,Q8RDB0
3vv5,Q72JG5
3vvy,A0A0F6AY66
3vw9,Q04760
3vyp,I6Y9J2
3vyw,O67789
3vzd,Q9NYA1
3vzn,P09850
3vzy,O34790
3w08,Q7WSJ4
3w0o,P00557
3w21,Q0B2N4
3w28,I3VVC1
3w2w,Q8U1S6
3w36,A7KH27
3w3j,Q9NR97
3w54,Q26710
3w5h,P83686
3w5j,D9SIP4
3w5n,Q82PP4
3w68,Q8BWP5
3w6x,E9P8D2
3w77,Q0WXX2
3w7a,C0STY1
3w9f,A0A1D5PXA5
3w9k,Q973T5
3waq,Q726F3
3wau,Q5LH68
3wb0,Q57912
3wbb,Q67PI3
3wcc,Q4CWB4
3wcq,Q85FT5
3wcz,H9JTG9
3wdk,Q5JIZ8
3we0,B3IVI6
3wec,S6BVH1
3wei,P37268
3weo,L0N7E5
3wf7,P23443
3wfx,B3DUZ1
3wg6,Q76L37
3wgc,O07051
3wgh,D5KM69
3wgt,P00371
3whs,P54422
3wi1,P03428
3wid,Q979W2
3wjp,Q5JII7
3wki,F8WRK9
3wky,G5EKM4
3wl4,Q8U3V1
3wle,A1X808
3wlu,O00182
3wmx,Q0K312
3wn0,O54161
3wnb,Q8PXB3
3wnz,P39641
3wq5,Q7X9A9
3wqc,B2DFG5
3wqm,P9WJ61
3wqt,Q6GHQ0
3wqw,Q2V6H4
3wr4,G2IKE5
3wr7,A0A0M3KKU5
3ws7,A3MU08
3wv5,Q76KY2
3wv7,D9PY12
3wvc,Q58649
3wvr,A0A0A6YVN3
3wvs,G1UDU7
3ww1,L0N3Y0
3wwc,Q9LCQ7
3wwh,F7J696
3wwx,E2RVJ1
3wxb,F1N9C1
3wxl,D3KVM3
3wxo,Q31MN3
3wxy,Q2U852
3wy1,H3K096
3wy9,O59153
3x01,P78356
3x0d,Q9XW42
3x0k,Q5SKW5
3x0v,A0A0J9X1X3
3x0y,A0A0C6DRW4
3x1x,Q62636
3x2f,O51933
3x34,P00172
3x44,D2Z027
3zbq,Q8SDC3
3zcb,E6Z0R3
3zcn,Q8E9K5
3zd7,O95786
3zda,Q8X6R9
3zds,Q88E47
3zdu,Q8IVW4
3ze3,P0ABN1
3zeb,P09391
3zei,P9WP55
3zet,E8XBD7
3zeu,P40731
3zf8,P39107
3zfd,P33174
3zfz,A0A0H3JPA5
3zga,Q8Y547
3zgj,Q9Z4X7
3zhw,O24520
3zid,A0B5R2
3ziu,Q6KHA5
3ziy,B2UHR8
3zj0,Q2CEE2
3zj7,Q8GU20
3zl8,Q9WY78
3zlb,Q04LZ5
3zm6,Q8DNV6
3zmr,A7LXT7
3zo7,Q8G9L0
3zoa,A0R6E0
3zod,O58586
3zoh,Q72HI0
3zok,U3KRF2
3zou,Q9HWY4
3zp7,P19080
3zpg,D0CB74
3zpo,O14607
3zq6,O27555
3zq9,Q1A2D0
3zqu,Q9HX08
3zrp,Q97VM5
3zs7,O15927
3zse,Q5RZ98
3ztv,P44569
3zu3,Q8Z9U1
3zuo,Q5YD59
3zux,Q9K0A9
3zv6,Q46381
3zve,A1E4A3
3zvm,Q9JLV6
3zvw,P39045
3zwc,P07896
3zwn,P29241
3zx4,Q72K29
3zxe,P47929
3zy2,Q18014
3zyy,Q3ACS2
3zzh,Q01217
4a01,P21616
4a03,P9WNS1
4a0m,P17202
4a0s,F0V3Z3
4a0z,Q2FZ56
4a14,Q2M1P5
4a1o,P9WHM7
4a2a,Q9WZU0
4a39,Q9I012
4a3u,Q5NLA1
4a4z,P35207
4a59,Q27893
4a5s,P27487
4a69,O15379
4a6d,P46597
4a6h,P40485
4a7u,P00441
4a7w,P56106
4a86,P15494
4a8t,Q837U7
4a8v,P43183
4a9c,O15357
4a9v,Q3K5N8
4aaa,Q92772
4aan,Q74FY6
4ad6,A0A0H3JKY1
4adb,P77581
4aec,Q43725
4af0,E3P6S0
4afh,I6L8L2
4ag3,O54438
4ag5,B0KAW2
4ag7,Q17427
4agi,Q4WW81
4agu,Q00532
4ah3,Q7NWG4
4aig,P34179
4aiz,Q5NV90
4aj9,Q9C169
4ak2,Q89YS0
4ak7,B5CY74
4al4,P04642
4alk,A0A0H3JLH9
4am5,K7N5M0
4aml,P10968
4amp,Q84HI8
4amw,Q9STC1
4ao5,O34919
4ao9,H8WR05
4aou,A3DC45
4aov,Q6AQ66
4ap3,O50641
4ap9,B6YX36
4apy,A0R4Y3
4aq4,P0AG80
4aql,Q9Y2T3
4aro,H9TUK5
4ask,O15054
4at0,Q0S4Q9
4at5,Q16620
4atf,Q9RGX8
4au0,P07987
4au1,D5AV08
4au7,Q6Q783
4au8,Q00535
4aub,Q46851
4aul,M4GGR6
4aum,M4GGR7
4aun,M4GGR8
4aut,A0R607
4avb,O05581
4avs,P02743
4aw7,B5CY96
4ay8,Q8PXZ6
4ayc,O76064
4az6,P49610
4azq,Q05816
4azs,Q47592
4b0h,O31801
4b0i,O33877
4b0t,Q8NQE1
4b1u,P68134
4b2g,F6H697
4b2n,Q7X0P3
4b2y,R4GRT6
4b2z,Q02201
4b31,R4GRT7
4b40,R4GRT8
4b45,D4GTC1
4b46,D4GVD7
4b47,P48515
4b4v,D0CBC8
4b4y,L7MTK4
4b52,E3E6L0
4b5k,R4GRT9
4b5n,Q8EBV3
4b5o,Q5SQI0
4b5s,B1IS70
4b63,E9QYP0
4b6c,P0C559
4b79,Q9HWT0
4b7j,F8UU09
4b7r,C7FH46
4b7x,Q9I377
4b85,P21836
4b8n,E4WM77
4b98,Q9I700
4b9d,Q96PY6
4b9e,Q9I229
4ba0,B3PEE6
4bas,C9ZVV9
4bby,P97275
4bc4,O75191
4bdr,P42260
4be2,P14350
4be9,Q2TFW1
4beu,Q9KSE5
4bf5,A0KLG5
4bfa,P33371
4bfm,Q61846
4bfz,P9WPA7
4bg4,Q004B5
4bgb,Q8TX37
4bgq,O76039
4bi6,P36186
4bix,P0AE82
4bj0,Q6V8M0
4bj8,E7F650
4bja,Q09514
4bjz,Q0SFK6
4blc,P00432
4blk,Q9UR19
4bm1,W5IDB6
4bmo,B0YPL1
4bmz,O24915
4bn4,Q9NTG7
4boe,M1MR49
4bol,Q9HT86
4bps,Q9KID9
4bq4,Q21HC5
4bqh,Q386Q8
4bqn,Q63R74
4br5,Q5RJP4
4brc,Q5ZUA2
4bs5,O70370
4bt3,P23616
4btv,Q939Q9
4bup,Q3U8K7
4buq,A2IC68
4bva,O54983
4bvn,P07700
4bvx,O43324
4bwl,P0A6L4
4bxf,Q8IUF8
4bzp,A5U1Y4
4bzx,P9WNM5
4c04,Q6NZB1
4c0n,Q67XG0
4c0r,Q93DA5
4c0x,Q88IY3
4c0z,S5FV19
4c12,Q2FZP6
4c1h,P04190
4c1k,Q8U0A9
4c1q,Q96EQ9
4c27,Q7Z1V1
4c2j,P42765
4c2v,Q6DE08
4c2x,O60551
4c3f,P06239
4c3s,A9KN57
4c3x,Q9RA02
4c4a,Q922X9
4c4d,P62694
4c5c,P07862
4c5k,A0A0H3JTP0
4c5s,Q68G84
4c5w,O75936
4c68,A5K1A2
4c6h,A0A067XG66
4c7g,Q9L068
4c7i,Q4Q5S8
4c7w,P31614
4c7x,Q1WQU8
4c8e,B4EC22
4c9g,P18239
4ca7,Q10714
4ccd,P54818
4ccw,Q59248
4cd5,B3PGI1
4cd8,A5H1I6
4cdn,Q8PYK9
4cdp,Q8X5N8
4ce5,Q0C8G1
4cfp,P0C066
4cfs,O31266
4cg4,O15553
4chi,Q4WH08
4chs,Q9FQE8
4cib,P10619
4cis,Q031W6
4cjn,A0A0J9X1X5
4cjx,Q57WP0
4ckl,A0A0H3JH39
4cla,P00484
4cmf,C7YVL8
4cml,P32019
4cne,P0AE01
4cng,Q4JB16
4cnk,B1PUC6
4coj,Q9WYL6
4cok,A9H275
4coo,P35520
4coq,E8T502
4cpn,C0LT34
4cpy,U5XBU0
4cqk,Q8GTM0
4cqn,P07813
4cr8,P22441
4cs4,Q8PWY1
4csd,Q8XXK6
4cte,G0L2L9
4cu7,A0A0H2UP19
4cuo,A0A087WNH2
4cvb,Q93RE9
4cvn,Q9UZK4
4cvq,P0A959
4cw5,A7Z6E3
4cxo,Q9C9G4
4cy8,O06647
4cyd,H7C677
4cyi,G0S0Y3
4cys,P51691
4czg,A0A0H3C7V4
4czs,P81461
4d02,Q46877
4d05,A0A0A6YVN6
4d06,V9P0A9
4d1p,P29474
4d25,O01378
4d3h,Q2G229
4d3t,O34453
4d41,A0A0J9X1X7
4d44,A0A0J9X1Y0
4d4d,Q9Z4P9
4d4i,G0WVH3
4d5d,Q48391
4d5g,P0CH62
4d6y,Q2YPW6
4d79,Q46927
4d7e,Q5Z1T5
4d7l,Q6NEL2
4d81,A4YHC5
4d9b,Q8ZNT7
4d9m,P66899
4da6,O34925
4dc2,Q62074
4dcm,P42596
4dcu,P50743
4dd8,P78325
4ddn,P93193
4de6,P02791
4dec,P9WMW9
4df3,Q9Y9U3
4dfu,O68183
4dg8,Q9I4B7
4dhv,P29603
4di9,O87170
4dik,Q9WZL4
4dja,A9CH39
4djd,Q07340
4djp,Q90K99
4dkp,Q0ED31
4dl8,Q57ZH3
4dl9,D2Y3F4
4dlk,A0A6L8P0X7
4dm6,P10826
4dmg,Q5SI81
4dn0,A0A0H2ZD98
4dnj,Q6N8N2
4dns,Q5QJ60
4do4,P17050
4dpl,Q96YK1
4dpu,Q9FD73
4dqd,Q2IR47
4dr9,A0A0H3JZJ4
4dsc,Q9SSM7
4dsg,Q4E1W2
4dv8,P15917
4dve,A2RMJ9
4dvq,P19099
4dvr,P35961
4dw4,Q96662
4dwb,Q95WL3
4dxd,P0A031
4dxl,B1MKD5
4dyd,B1P3E1
4dyo,Q9ULA0
4dz2,Q3JK38
4dz6,O51419
4dzz,B0ZE06
4e04,Q6N5G3
4e0h,P27882
4e1o,P19113
4e1z,Q9R117
4e2z,B5L6K6
4e3q,F2XBU9
4e5h,Q5EP34
4e5n,O69054
4e70,A6XNE6
4e7p,Q8DNC2
4ea9,O85353
4ear,P00491
4eay,P24215
4eb4,P07607
4ecm,A0A6L8PCC3
4edk,O05338
4ee7,E5KWG9
4ef8,Q4QEW7
4efh,P02578
4ehu,Q5U925
4ei7,Q74P24
4elg,Q81R22
4em4,Q2FIA5
4emt,Q86WV6
4eo3,Q9WYL7
4epp,I6L8L8
4eqk,Q91MB1
4erc,Q9BVJ7
4es5,Q4FAU9
4etw,Q83PW0
4eu0,Q9HZE7
4eu9,B3EY95
4eue,Q97LU2
4euo,A9CGA5
4euu,Q9UHD2
4euz,Q6JP75
4evy,Q44057
4exo,Q87T87
4eyg,Q13AR6
4ezd,Q5QF96
4ezf,Q9NZ45
4f07,O33495
4f0b,I7A570
4f0c,I7B368
4f0f,Q6XHB2
4f10,Q9KWU1
4f19,C3K8K1
4f29,P19492
4f32,A4JL30
4f3h,Q8P8F1
4f49,P0C6V2
4f4s,P61829
4f66,Q8DT00
4f6o,Q08601
4f7e,A1L565
4f7i,Q5SIY4
4f84,D3KYU3
4f8l,P31522
4f8z,P29068
4f97,Q15JG1
4f9u,Q9VRQ9
4fai,Q86PD7
4fak,P0C1V0
4fb2,Q8VQF6
4fbc,P22244
4fc7,Q9NUI1
4fdu,Q89YI8
4fe2,Q07296
4fe3,Q9D020
4ff7,P00942
4ffg,Q9KJD0
4ffl,Q46E79
4fg8,Q14012
4fgc,O31678
4fgz,Q8IDQ9
4fhd,A4IQU1
4fil,A0A0H3JWU6
4fk7,Q4MV79
4fk8,Q2T230
4fl0,Q9ZQI7
4fms,Q9I6P8
4fn4,Q4J9F2
4fnc,Q13569
4fp4,A3MX09
4fqe,Q934G3
4fry,B1YXI0
4fs3,Q6GI75
4fu0,Q6WRY5
4fua,P0AB87
4fut,Q6ND88
4fvy,P29476
4fwb,P0A3G2
4fwg,C9DRU9
4fxc,P00246
4fyr,P15144
4fyy,P0A7F3
4fzv,Q96CB9
4g09,Q8G2R2
4g0y,O04379
4g17,Q9Y6M4
4g1v,A6ZUP2
4g28,P0DP29
4g2c,K7N5M8
4g2r,P9WQH5
4g2t,D6MSX4
4g32,Q8RNT4
4g3f,Q9WUL6
4g3j,Q385E8
4g4j,G2QJR6
4g55,Q00610
4g5d,P22045
4g5h,A0A0H3JPH0
4g67,Q2T1U7
4g68,J9PBT4
4g86,Q79PF6
4g87,P9WMN3
4g8a,Q9Y6Y9
4g9e,D2J2T6
4g9p,Q72H18
4ga6,Q5JCX3
4gaa,Q6IP81
4gah,Q5T1C6
4gbd,Q9HZ64
4gbm,F4Y423
4gc9,Q8JZM0
4gcp,P02931
4ge1,Q86PT9
4ge6,P43378
4gek,C3T5M2
4ggl,Q839Z1
4ggv,D9WMR2
4ggz,Q89U61
4gh5,A7IQH5
4gi7,B5XYG3
4gie,Q4DJ07
4gim,P33025
4gjz,Q8N371
4gk8,Q02150
4gkv,P39451
4glj,C6KFA4
4gll,Q8NBZ7
4glw,C1CKI0
4gmg,A1JTG0
4gmu,P07379
4gn8,Q64374
4gnc,Q15493
4gni,G0RZX9
4gny,P02754
4gog,Q9KJY7
4gox,B1XKC6
4gqy,Q9C5D0
4gr5,D1GLU5
4gu5,O77059
4guj,P58687
4gv2,Q9Y6F1
4gv8,Q8SDV3
4gvh,Q8ZQ06
4gvq,O28344
4gyd,P0A3X7
4gyi,G0S5R3
4gyl,Q9L543
4gys,Q0BRB0
4gzt,K7N5N3
4h1q,P14780
4h1v,O00429
4h2d,Q9UHB4
4h2h,Q0FPQ4
4h2j,P60472
4h2u,Q89VT8
4h3z,B2JF31
4h4d,P62623
4h53,Q194T1
4h69,Q8H0N6
4h6b,Q8GS38
4h6q,Q9RW55
4h7u,Q3L245
4h8a,P77555
4h8e,P60477
4h8n,Q76L36
4h8q,A0A6L8PXZ2
4h8r,Q09HD0
4h9g,P60338
4ha6,Q5NT46
4ha9,P33312
4hb9,Q7N4T1
4hbu,Q9EXV5
4hcu,Q08881
4hcx,P9WKL1
4hdh,P27395
4hdo,P61224
4hdr,F6MZ55
4hej,P65249
4heq,Q01095
4hfm,Q9SLN8
4hg5,P47016
4hgp,P45314
4hhr,Q9SGH6
4hi0,Q09066
4hi4,Q9I6V6
4hj6,M1E1G1
4hjl,P0A111
4hjv,P0C960
4hkf,Q6PH17
4hlc,Q6GJI9
4hmd,B1VBB0
4hmq,A0A0H2UPT5
4hmw,Q396C5
4hmz,Q5SFD1
4hr3,B1MFF5
4hsu,Q8NB78
4htg,Q43316
4hur,P26839
4hvk,O29689
4hwt,P26639
4hxf,O58323
4hxy,Q6V1M8
4hy1,A0A0J9WZF0
4hy4,Q13490
4hyj,B1YFV8
4hzd,A0A0F6AR69
4hze,P78540
4i00,A9YN63
4i2e,P09838
4i3b,P0DM59
4i3x,Q92UV7
4i42,P0ABU0
4i4c,D9IR22
4i4z,P73495
4i56,P13702
4i5p,Q9NYY3
4i71,Q57ZL6
4i8p,C0P9J6
4i94,Q9FHD7
4i9a,I3LK75
4i9b,Q56R04
4i9j,P45723
4ibg,Q05127
4ibm,P06213
4idc,O23939
4idt,Q99558
4ie5,Q9C0B1
4iee,Q716H3
4ien,A1KUS8
4if4,Q7A2Q1
4iga,Q56312
4ige,C6KSZ2
4igq,Q53WJ1
4ih3,Q8TDX5
4ihq,Q4J9L0
4ii2,O94609
4iic,P48825
4iil,Q56328
4iir,Q13523
4ij6,D3DFG8
4ijn,A0QQK1
4ijr,P38115
4ikz,Q5KYD1
4img,Q9CKB0
4imo,P41222
4inb,A9PKC6
4ini,Q9BX68
4inq,P38713
4inx,D0E9M1
4iok,Q2RM91
4ipn,A0A0H2UP35
4iql,Q7MAW0
4iqy,A1Z1Q3
4ir5,Q9UIF8
4irp,Q9UBV7
4irx,A0A0H3C834
4is0,P78417
4it2,Q8RBX6
4ita,B1XMM6
4itj,Q13546
4itk,Q2HZ25
4itl,O67572
4itx,P06721
4iv6,A0QTW7
4iv9,P06617
4ivg,A8WFV1
4ivk,K4HQE7
4ivn,Q7MD38
4iwn,P76290
4ix4,C1EBN1
4ixh,Q8T6T2
4iy7,Q5H4T8
4iz0,O92972
4iz9,A0QLU8
4izc,Q5LLW6
4j0m,Q9ZWC8
4j0q,Q88QP8
4j1o,A1B198
4j1q,P40806
4j20,Q8KG93
4j33,P38169
4j3f,Q5NGQ3
4j4h,Q46E80
4j4v,I6WJ72
4j51,Q9Y2R2
4j56,P61076
4j5h,A3FJ64
4j5r,Q9Y530
4j6c,Q5YNS8
4j6w,Q9HUM0
4j75,Q8IDW3
4j7h,O52793
4j7n,O70348
4j7q,P53860
4j8t,Q9HYR3
4j93,Q79791
4ja8,P48735
4jal,P0AGJ7
4jaq,P9WPF3
4jbi,Q8ZUP0
4jcg,P95339
4jdc,O50443
4jdr,P0A9P0
4je5,P53090
4je7,Q9FV53
4jej,A5FJK8
4jem,B4Y381
4jet,Q0WA92
4jgi,Q8RPG0
4jgp,O31671
4jgt,P25325
4jgx,P80547
4jh6,Q739M9
4jhg,P93330
4jht,P05050
4jj0,A0L9W2
4jlb,O66490
4jlz,I3LM39
4jmd,Q643B8
4jn9,A4ZPY8
4jp4,P45452
4jq6,Q4PP54
4jr7,P15790
4jr8,P94854
4jui,B3Y018
4jwh,O14214
4jwj,Q12400
4jwx,Q00959
4jx9,D0C9L6
4jxh,Q99418
4jym,Q9SZU7
4jz6,Q1XGL7
4jzx,Q4QBL1
4k21,A0A023GPI8
4k26,P50172
4k28,Q88JP1
4k2m,O07566
4k30,Q8N159
4k33,P22607
4k36,Q0TTH1
4k41,P68135
4k49,P77781
4k4c,P0A8Y8
4k5s,Q194P4
4k69,P23946
4k6n,Q03266
4k6o,Q9K4U1
4k7o,P30044
4k84,Q5TA50
4kcf,B3TMR1
4kct,P30615
4ke5,P26663
4ke8,P82597
4kec,C5XXB7
4keh,P0A6Q3
4keq,Q988B9
4kf1,Q97VT7
4kft,D5IEZ9
4kh6,Q27895
4khm,B1PPP0
4kib,Q643C8
4kjg,P15693
4kki,P20061
4kl9,P9WNX1
4kmg,Q7U624
4kn0,P14207
4kn9,C7LN88
4knl,Q2FZK7
4koa,Q92KZ3
4kp6,Q07343
4kq6,Q6FXA8
4kqi,Q05603
4kqw,D0WGK0
4krg,U5HK46
4kri,U5HK48
4ks4,Q0A480
4ks7,Q9NQU5
4ktr,D6XZ22
4ku3,Q8PDX2
4kuk,A8LP63
4kv9,A0A3Q0KDV9
4kvg,P62834
4kvk,Q2QRV3
4kvr,Q7V6D4
4kvx,Q9UTI3
4kvz,D3VMM1
4kw7,C0JV69
4kwd,Q9UR08
4kwh,Q9ZGC1
4kxb,Q07075
4kxl,O35820
4kxq,Q96EB6
4kxv,P29401
4l0f,F2YRY7
4l1f,D2RL84
4l1k,Q5H614
4l2h,I6L8L7
4l4f,P00183
4l51,P76141
4l6h,P82610
4l78,P74881
4l7i,Q980S9
4l7v,A5F9C1
4l80,S5N020
4l8a,Q9HV14
4l8f,Q6NY42
4l8q,A0A067XG71
4l8v,P26935
4l9p,Q4WPS9
4l9z,Q3J5L6
4la7,O80992
4lal,G3J531
4lay,Q02790
4lc1,C5AP93
4lcq,Q4SMR4
4ld2,Q82Y41
4le0,O34723
4lf1,Q6N0W9
4lh6,Q837V6
4lhm,P07650
4lhw,P61006
4lit,P27431
4lix,Q38802
4lj3,P21514
4lj9,Q9RA63
4lji,Q8DJE2
4ljy,P21372
4lm6,A0A075B5G2
4lm9,P33469
4lma,A8YBS4
4lmb,A8YBP8
4loj,Q3TBT3
4lpb,Q8DQB5
4lps,O25560
4lq9,Q2N379
4lqy,Q9Y6X5
4lrj,Q8X831
4lrr,P0A886
4ls7,O34340
4ltn,Q9F9T2
4lut,Q180W0
4lva,P43490
4lw2,Q46925
4lwp,Q57U70
4lwu,P56273
4lxj,P10614
4lya,A4IKE7
4lzb,Q91UM2
4lzj,P44862
4m1j,Q9I194
4m20,A0A0H3JUJ1
4m25,G9MBV2
4m2m,G9MBV4
4m37,Q582G4
4m51,A6Q234
4m5p,A3LT82
4m7t,Q8G907
4m7u,Q834R2
4m7x,Q8NVG0
4m82,P29717
4m8d,A0NLY7
4m8o,P21951
4m9q,A8INQ0
4ma6,Q6VT83
4ma7,P04925
4maf,Q8SAG1
4max,Q8RT58
4mb2,B6YXQ1
4mda,Q7JQ07
4mf9,O68880
4mfz,Q7WZ83
4mhy,B7QK46
4mi4,Q9KL03
4mif,Q6QWR1
4mij,Q128M1
4mit,Q24816
4mix,C7BKP9
4mjr,P0A988
4mk2,M9V5A4
4mkv,P04717
4mla,Q709Q5
4mll,P13661
4mln,D0E8I5
4mlv,Q8GCA8
